CSVv2,OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, comb, up,0,-2.4,2.4,300,600,0,1,(0.498094*((1.+(0.422991*x))/(1.+(0.210944*x))))+0.020918292924761772 , 
1, comb, up,0,-2.4,2.4,600,1000,0,1,(0.498094*((1.+(0.422991*x))/(1.+(0.210944*x))))+0.031905386596918106 , 
2, comb, central,1,-2.4,2.4,20,1000,0,1,0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))) , 
2, comb, central,0,-2.4,2.4,20,1000,0,1,0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))) , 
2, comb, down,1,-2.4,2.4,20,30,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.066863462328910828 , 
2, comb, down,1,-2.4,2.4,30,50,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.027121582999825478 , 
2, comb, down,1,-2.4,2.4,50,70,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.024107675999403 , 
2, comb, down,1,-2.4,2.4,70,100,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.022856719791889191 , 
2, comb, down,1,-2.4,2.4,100,140,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.023871105164289474 , 
2, comb, down,1,-2.4,2.4,140,200,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.025544192641973495 , 
2, comb, down,1,-2.4,2.4,200,300,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.038816638290882111 , 
2, comb, down,1,-2.4,2.4,300,600,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.058599676936864853 , 
2, comb, down,1,-2.4,2.4,600,1000,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.10445025563240051 , 
2, comb, down,0,-2.4,2.4,20,30,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.033431731164455414 , 
2, comb, down,0,-2.4,2.4,30,50,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.013560791499912739 , 
2, comb, down,0,-2.4,2.4,50,70,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.0120538379997015 , 
2, comb, down,0,-2.4,2.4,70,100,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.011428359895944595 , 
2, comb, down,0,-2.4,2.4,100,140,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.011935552582144737 , 
2, comb, down,0,-2.4,2.4,140,200,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.012772096320986748 , 
2, comb, down,0,-2.4,2.4,200,300,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.019408319145441055 , 
2, comb, down,0,-2.4,2.4,300,600,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.029299838468432426 , 
2, comb, down,0,-2.4,2.4,600,1000,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))-0.052225127816200256 , 
2, comb, up,1,-2.4,2.4,20,30,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.066863462328910828 , 
2, comb, up,1,-2.4,2.4,30,50,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.027121582999825478 , 
2, comb, up,1,-2.4,2.4,50,70,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.024107675999403 , 
2, comb, up,1,-2.4,2.4,70,100,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.022856719791889191 , 
2, comb, up,1,-2.4,2.4,100,140,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.023871105164289474 , 
2, comb, up,1,-2.4,2.4,140,200,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.025544192641973495 , 
2, comb, up,1,-2.4,2.4,200,300,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.038816638290882111 , 
2, comb, up,1,-2.4,2.4,300,600,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.058599676936864853 , 
2, comb, up,1,-2.4,2.4,600,1000,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.10445025563240051 , 
2, comb, up,0,-2.4,2.4,20,30,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.033431731164455414 , 
2, comb, up,0,-2.4,2.4,30,50,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.013560791499912739 , 
2, comb, up,0,-2.4,2.4,50,70,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.0120538379997015 , 
2, comb, up,0,-2.4,2.4,70,100,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.011428359895944595 , 
2, comb, up,0,-2.4,2.4,100,140,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.011935552582144737 , 
2, comb, up,0,-2.4,2.4,140,200,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.012772096320986748 , 
2, comb, up,0,-2.4,2.4,200,300,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.019408319145441055 , 
2, comb, up,0,-2.4,2.4,300,600,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.029299838468432426 , 
2, comb, up,0,-2.4,2.4,600,1000,0,1,(0.828089*((1.+(0.040466*x))/(1.+(0.0329445*x))))+0.052225127816200256 ,
